CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
1272,53,Female,Trainer5,97798,1,9,20,High,Bronze,94.33
1273,65,Male,Trainer6,81818,9,7,16,High,Gold,100
1274,21,Male,Trainer3,37764,3,8,17,Low,Silver,78.88
1275,22,Male,Trainer4,47323,8,6,16,Medium,Gold,71.38
1276,54,Female,Trainer5,97882,7,1,10,Low,Gold,88.63
1277,25,Female,Trainer3,33145,2,9,4,Medium,Gold,69.89
1278,59,Female,Trainer5,43761,7,7,10,High,Bronze,96.86
1279,66,Female,Trainer4,91884,7,10,12,Medium,Silver,100
1280,45,Female,Trainer4,105253,5,8,16,Low,Bronze,100
1281,48,Female,Trainer6,46376,3,2,7,Low,Silver,54.77
1282,26,Male,Trainer3,47435,3,7,20,Medium,Gold,77.68
1283,68,Female,Trainer6,50637,4,10,11,High,Silver,100
1284,46,Male,Trainer6,106881,8,3,16,Low,Bronze,96.91
1285,31,Male,Trainer6,35225,8,3,10,High,Bronze,79.2
1286,57,Female,Trainer7,76721,7,4,3,Low,Silver,95.53
1287,58,Female,Trainer4,113289,6,10,14,Low,Gold,100
1288,39,Female,Trainer6,35293,3,9,20,High,Silver,89.16
1289,28,Female,Trainer7,92290,10,9,5,Low,Bronze,100
1290,40,Male,Trainer7,102216,9,5,8,High,Gold,100
1291,18,Female,Trainer7,75544,9,10,11,Low,Bronze,100
1292,63,Female,Trainer6,36803,1,10,13,Medium,Gold,92.62
1293,54,Male,Trainer7,45353,6,3,19,Medium,Silver,71.07
1294,38,Male,Trainer6,110645,7,6,7,Medium,Gold,100
1295,43,Female,Trainer3,74817,10,5,4,Medium,Gold,100
1296,63,Male,Trainer4,118752,2,6,15,Medium,Gold,83.39
1297,53,Female,Trainer5,116993,9,4,17,Low,Bronze,100
1298,40,Female,Trainer6,42179,8,7,2,Low,Bronze,91.6
1299,18,Male,Trainer4,100502,4,1,16,Low,Bronze,64.75
1300,68,Male,Trainer6,83409,9,8,3,Medium,Gold,100
1301,57,Female,Trainer3,96953,9,5,9,Medium,Bronze,100
1302,32,Female,Trainer4,54864,1,9,14,High,Silver,51.22
1303,38,Female,Trainer4,50082,1,10,5,High,Bronze,80.77
1304,64,Male,Trainer7,66754,4,3,11,Medium,Bronze,66.11
1305,26,Male,Trainer6,45406,7,6,9,Medium,Bronze,89.7
1306,26,Female,Trainer6,49120,10,3,20,High,Silver,98.91
1307,27,Female,Trainer5,68850,9,7,8,High,Gold,100
1308,69,Male,Trainer7,54605,5,1,14,High,Gold,59.69
1309,43,Female,Trainer7,43798,2,6,13,Medium,Bronze,67.12
1310,58,Male,Trainer5,91908,7,4,2,High,Gold,94.49
1311,52,Female,Trainer7,106090,2,2,13,Low,Bronze,59.32
1312,69,Male,Trainer7,82173,4,6,15,Low,Silver,90.3
1313,42,Female,Trainer3,52814,5,1,9,Low,Silver,58.76
1314,43,Female,Trainer4,99908,8,4,8,Medium,Gold,90.32
1315,28,Female,Trainer5,59968,4,1,11,Low,Silver,47.49
1316,55,Male,Trainer3,37165,2,8,3,High,Silver,66.65
1317,19,Female,Trainer3,41188,9,3,1,High,Bronze,82.18
1318,24,Female,Trainer3,46791,6,2,16,Medium,Bronze,75.23
1319,35,Female,Trainer7,48660,1,8,2,Medium,Gold,82.43
1320,44,Female,Trainer5,111831,4,6,2,Low,Bronze,100
1321,51,Female,Trainer7,102936,2,7,11,Low,Gold,80.27
1322,44,Female,Trainer7,36753,10,8,3,Low,Silver,100
1323,34,Male,Trainer3,95299,7,5,9,High,Bronze,79.28
1324,60,Male,Trainer6,110143,10,1,2,Medium,Bronze,100
1325,61,Female,Trainer5,30825,1,8,1,Medium,Gold,84.88
1326,68,Female,Trainer5,41312,9,5,18,Medium,Silver,100
1327,41,Male,Trainer3,68313,8,6,16,Low,Gold,100
1328,42,Male,Trainer3,54971,4,2,2,Low,Bronze,53.38
1329,24,Female,Trainer4,78057,6,6,20,High,Silver,100
1330,69,Male,Trainer3,111687,8,6,6,High,Gold,100
1331,23,Female,Trainer7,59985,4,9,4,High,Bronze,90.37
1332,41,Female,Trainer3,40684,2,7,9,High,Bronze,66.41
1333,50,Male,Trainer5,110101,3,8,6,Low,Gold,100
1334,66,Female,Trainer6,49696,6,3,16,Medium,Bronze,90.34
1335,46,Female,Trainer6,87101,6,4,6,High,Bronze,82.41
1336,60,Female,Trainer7,35738,2,10,9,Medium,Gold,86.31
1337,39,Female,Trainer6,62997,2,8,18,Low,Silver,85.39
1338,43,Male,Trainer3,30245,10,10,20,Medium,Bronze,100
1339,45,Male,Trainer6,103828,10,10,15,High,Bronze,100
1340,67,Male,Trainer3,32856,4,3,4,Low,Bronze,67.42
1341,38,Female,Trainer4,37787,5,8,16,Low,Silver,78.91
1342,66,Male,Trainer5,82152,7,3,19,Medium,Bronze,83.26
1343,24,Male,Trainer7,89037,6,8,1,High,Silver,97.97
1344,34,Male,Trainer4,50553,4,2,1,High,Gold,62.3
1345,37,Female,Trainer6,47510,5,1,18,High,Silver,82.21
1346,58,Female,Trainer7,39307,10,3,1,High,Gold,81.95
1347,66,Female,Trainer3,70693,8,8,14,High,Bronze,100
1348,37,Female,Trainer4,55836,10,6,12,Low,Bronze,100
1349,39,Female,Trainer5,90114,2,4,7,Low,Bronze,57.36
1350,45,Male,Trainer5,117645,6,2,6,High,Gold,96.68
1351,57,Male,Trainer4,84195,1,3,8,Low,Silver,64.78
1352,66,Male,Trainer4,76102,6,5,17,High,Bronze,97.76
1353,24,Female,Trainer4,59534,10,5,8,Low,Gold,98.73
1354,18,Male,Trainer6,83246,2,1,16,Low,Bronze,59.54
1355,49,Male,Trainer5,45219,10,7,16,Medium,Gold,100
1356,30,Female,Trainer5,63625,8,3,8,Low,Bronze,90.36
1357,47,Female,Trainer6,76029,1,7,13,Low,Silver,90.89
1358,40,Female,Trainer7,110645,2,9,12,Low,Bronze,97.12
1359,68,Female,Trainer5,119248,7,5,8,High,Gold,100
1360,36,Male,Trainer7,77111,10,5,3,Medium,Silver,100
1361,49,Female,Trainer7,86638,8,1,15,Low,Gold,69.11
1362,47,Female,Trainer7,100787,3,10,16,Low,Silver,100
1363,46,Female,Trainer5,70844,10,7,3,Low,Bronze,100
1364,66,Male,Trainer3,33618,9,2,9,Low,Bronze,73.03
1365,62,Male,Trainer7,32140,4,10,6,High,Bronze,100
1366,46,Male,Trainer3,82184,8,10,15,High,Gold,100
1367,47,Male,Trainer6,108753,10,2,11,Medium,Bronze,100
1368,33,Male,Trainer3,114279,6,1,12,High,Bronze,66.55
1369,57,Female,Trainer3,101306,5,8,3,High,Silver,100
1370,36,Female,Trainer4,56917,9,3,13,Low,Silver,98.36
1371,35,Female,Trainer7,32780,2,3,7,Medium,Bronze,44.69
1372,18,Male,Trainer5,51077,9,2,13,High,Silver,69.14
1373,31,Female,Trainer4,42729,5,7,4,Medium,Bronze,84.68
1374,68,Male,Trainer3,114597,7,9,8,High,Silver,100
1375,64,Male,Trainer6,117713,7,4,13,Low,Bronze,100
1376,67,Female,Trainer5,116637,2,4,12,High,Gold,95.22
1377,19,Female,Trainer6,30462,8,6,20,High,Bronze,91.73
1378,45,Female,Trainer3,113262,9,4,15,High,Silver,100
1379,66,Female,Trainer6,63388,10,7,15,Low,Bronze,100
1380,67,Male,Trainer4,66774,9,6,2,Low,Gold,100
1381,47,Male,Trainer6,57875,9,9,4,Low,Silver,100
1382,55,Male,Trainer4,84179,7,5,6,Low,Gold,91.22
1383,68,Female,Trainer7,106591,4,4,18,Low,Silver,87.89
1384,21,Male,Trainer5,103462,5,3,8,Medium,Bronze,88.14
1385,18,Female,Trainer6,78524,9,10,10,Medium,Silver,100
1386,25,Male,Trainer4,75057,9,8,1,Low,Bronze,85.61
1387,46,Female,Trainer3,52126,2,8,20,Low,Bronze,100
1388,56,Male,Trainer3,82634,10,10,12,Low,Silver,100
1389,20,Female,Trainer4,47158,5,3,2,High,Gold,47.97
1390,49,Female,Trainer5,90520,7,10,18,High,Silver,100
1391,27,Male,Trainer7,96777,6,6,4,Low,Gold,97.87
1392,27,Female,Trainer7,96471,6,1,4,Medium,Gold,66.97
1393,36,Male,Trainer5,105065,1,9,14,Low,Bronze,85
1394,63,Female,Trainer6,49913,2,7,2,Medium,Silver,76.35
1395,51,Male,Trainer4,100435,7,4,5,Medium,Bronze,91.81
1396,50,Female,Trainer7,74031,4,2,19,High,Silver,62.48
1397,40,Male,Trainer5,42095,8,3,16,Low,Silver,74.16
1398,45,Male,Trainer7,118090,2,7,5,Medium,Gold,86.86
1399,49,Male,Trainer7,53175,8,1,18,High,Gold,54.03
1400,67,Male,Trainer6,60080,9,4,12,Medium,Bronze,100
1401,24,Female,Trainer7,49070,10,7,9,High,Bronze,100
1402,46,Female,Trainer4,46456,10,9,20,Medium,Bronze,100
1403,25,Male,Trainer5,72374,1,4,15,High,Gold,49.93
1404,18,Male,Trainer6,61195,6,7,20,High,Bronze,82.23
1405,20,Female,Trainer6,97964,4,4,11,Medium,Gold,57.29
1406,41,Male,Trainer5,93969,6,2,11,Low,Gold,64.61
1407,40,Male,Trainer4,69055,8,2,15,High,Silver,72.72
1408,25,Male,Trainer7,67577,8,7,7,High,Silver,100
1409,64,Female,Trainer7,70265,8,4,13,Low,Bronze,100
1410,54,Male,Trainer4,48605,3,6,9,Low,Bronze,75.32
1411,20,Female,Trainer3,115916,4,6,13,Low,Bronze,79.17
1412,68,Female,Trainer5,91144,5,2,19,Low,Bronze,81.26
1413,50,Female,Trainer4,64226,6,9,9,High,Silver,100
1414,45,Male,Trainer7,115714,2,10,5,Medium,Silver,83.58
1415,64,Male,Trainer5,115492,9,4,9,Low,Bronze,100
1416,25,Male,Trainer5,111566,1,1,1,High,Bronze,32.45
1417,51,Female,Trainer7,33361,8,8,10,High,Silver,100
1418,52,Male,Trainer4,31755,3,4,16,Medium,Silver,70.14
1419,49,Male,Trainer3,40514,5,8,12,Medium,Bronze,86.06
1420,41,Female,Trainer5,60107,6,1,4,Medium,Bronze,74.35
1421,31,Female,Trainer5,83253,10,8,4,High,Bronze,100
1422,49,Female,Trainer5,71562,7,6,10,Medium,Bronze,94.13
1423,63,Male,Trainer4,77267,5,10,19,Medium,Bronze,100
1424,60,Male,Trainer5,54064,5,3,11,High,Silver,79.48
1425,33,Male,Trainer7,59742,6,3,19,Low,Gold,68.19
1426,21,Female,Trainer7,95558,1,7,13,High,Gold,92.1
1427,69,Male,Trainer6,115186,5,8,13,Low,Bronze,100
1428,54,Female,Trainer5,86404,6,9,7,High,Gold,100
1429,38,Male,Trainer3,89735,5,2,18,Low,Gold,83.42
1430,31,Male,Trainer6,72894,4,9,8,Medium,Gold,94.08
1431,48,Male,Trainer5,84570,3,8,9,Low,Silver,100
1432,65,Male,Trainer5,54455,8,10,8,High,Silver,100
1433,35,Male,Trainer4,117410,8,6,10,Low,Silver,100
1434,24,Female,Trainer4,70545,7,5,1,High,Bronze,86.06
1435,27,Female,Trainer7,92433,3,2,9,High,Bronze,65.84
1436,24,Male,Trainer6,75227,3,5,6,Medium,Gold,73.86
1437,50,Male,Trainer6,84503,9,4,9,Low,Bronze,100
1438,40,Female,Trainer6,42773,3,6,20,Medium,Bronze,65.24
1439,38,Male,Trainer7,59378,1,1,15,Low,Bronze,33.9
1440,36,Female,Trainer3,117199,7,9,11,High,Bronze,100
1441,65,Male,Trainer3,50522,1,1,16,Low,Gold,60.58
1442,36,Male,Trainer3,79898,9,2,20,Medium,Silver,74.01
1443,53,Female,Trainer6,43769,7,6,7,High,Bronze,99.19
1444,46,Female,Trainer5,119545,3,2,11,Low,Silver,93.15
1445,35,Male,Trainer6,91245,5,4,2,Medium,Silver,76.1
1446,19,Female,Trainer5,61984,7,9,11,High,Gold,96.59
1447,18,Female,Trainer4,39610,1,10,12,Low,Bronze,69.74
1448,64,Male,Trainer7,92925,10,6,18,Low,Gold,100
1449,22,Male,Trainer3,50958,7,8,8,High,Bronze,100
1450,37,Male,Trainer6,74168,6,2,11,Low,Bronze,70.97
1451,28,Male,Trainer6,103263,4,8,8,High,Silver,88.99
1452,59,Female,Trainer4,32949,1,6,14,High,Gold,72.98
1453,19,Male,Trainer5,67104,10,1,18,Medium,Bronze,93.9
1454,20,Male,Trainer3,107365,7,8,1,Low,Bronze,96.29
1455,40,Female,Trainer7,41069,4,4,2,High,Gold,50.82
1456,29,Female,Trainer5,102830,6,8,3,High,Bronze,100
1457,37,Male,Trainer5,70418,2,5,1,High,Silver,63.06
1458,22,Male,Trainer3,70289,2,2,4,Low,Gold,45.93
1459,54,Female,Trainer7,94055,7,7,1,Medium,Silver,100
1460,55,Male,Trainer3,104326,1,2,3,High,Bronze,52.97
1461,47,Female,Trainer3,98738,7,6,12,High,Bronze,100
1462,26,Female,Trainer6,104623,2,6,18,Medium,Gold,96.2
1463,51,Female,Trainer7,37934,9,6,17,High,Bronze,100
1464,61,Male,Trainer5,119148,7,9,2,Medium,Silver,100
1465,52,Male,Trainer3,103614,9,10,19,High,Gold,100
1466,69,Female,Trainer4,119828,9,5,2,Medium,Gold,100
1467,39,Male,Trainer7,75546,8,7,20,High,Bronze,100
1468,61,Female,Trainer4,47666,2,7,1,Low,Bronze,89.91
1469,41,Male,Trainer5,62142,6,3,2,Low,Bronze,75.24
1470,34,Male,Trainer7,55538,10,2,12,Medium,Gold,91.14
1471,27,Female,Trainer6,37836,4,7,6,Low,Gold,70.48
1472,47,Male,Trainer7,47694,6,5,10,Low,Silver,84.02
1473,63,Male,Trainer5,116582,4,5,20,High,Gold,100
1474,40,Male,Trainer6,104698,2,2,16,High,Gold,59.31
1475,49,Female,Trainer5,68895,10,8,2,Medium,Silver,100
1476,34,Male,Trainer7,89483,7,4,17,High,Silver,100
1477,67,Female,Trainer5,104619,9,6,1,Low,Gold,100
1478,68,Male,Trainer7,81427,5,10,19,Low,Gold,100
1479,34,Male,Trainer6,87258,4,2,10,Low,Bronze,76.43
1480,31,Male,Trainer7,41373,7,3,7,High,Bronze,78.76
1481,26,Female,Trainer5,54423,5,10,5,Low,Silver,100
1482,57,Female,Trainer5,68864,10,6,12,Low,Silver,100
1483,19,Female,Trainer5,101217,8,8,19,High,Silver,100
1484,62,Male,Trainer4,73557,2,6,4,Low,Bronze,77.57
1485,42,Male,Trainer4,74116,4,9,12,Low,Silver,100
1486,56,Male,Trainer4,102371,4,5,20,Low,Bronze,85.26
1487,26,Female,Trainer3,84611,7,8,8,Medium,Gold,100
1488,39,Male,Trainer7,55797,1,7,9,High,Bronze,46.67
1489,60,Male,Trainer4,57723,10,9,20,Low,Bronze,100
1490,63,Female,Trainer5,63964,3,5,18,Medium,Silver,64.56
1491,21,Male,Trainer5,86544,8,3,19,High,Bronze,100
1492,43,Female,Trainer4,71571,4,3,13,High,Bronze,72.87
1493,46,Male,Trainer4,85314,10,8,19,Low,Gold,100
1494,62,Male,Trainer5,59439,9,4,14,High,Gold,100
1495,51,Male,Trainer4,35764,1,10,3,Medium,Silver,90.82
1496,40,Male,Trainer3,77340,5,3,13,High,Bronze,54.71
1497,54,Male,Trainer3,56025,1,2,6,Low,Silver,63.65
1498,28,Female,Trainer3,106409,2,6,9,Medium,Gold,87.3
1499,23,Male,Trainer6,108831,2,9,10,High,Gold,100
1500,35,Male,Trainer3,115533,6,10,19,Medium,Bronze,100
1501,38,Female,Trainer5,74619,6,1,10,High,Bronze,65.61
1502,59,Female,Trainer6,31829,9,8,1,Low,Silver,100
1503,53,Female,Trainer5,107139,3,4,20,Medium,Gold,99.9
1504,58,Male,Trainer5,53836,10,4,3,Medium,Silver,100
1505,55,Female,Trainer4,80957,2,8,7,High,Silver,77.85
1506,51,Female,Trainer7,101385,3,9,15,Low,Silver,100
1507,34,Female,Trainer3,96017,4,4,20,High,Silver,100
1508,54,Female,Trainer7,85881,6,6,4,Medium,Gold,97.04
1509,42,Male,Trainer7,91274,8,5,17,Low,Silver,100
1510,55,Female,Trainer4,59432,3,7,14,Low,Silver,70.11
1511,29,Female,Trainer7,95131,10,2,15,Medium,Bronze,100
1512,40,Male,Trainer3,66072,9,1,7,High,Silver,67.78
1513,59,Male,Trainer6,82456,5,4,1,Medium,Bronze,75.29
1514,39,Female,Trainer5,65593,8,9,17,High,Bronze,100
1515,38,Male,Trainer3,114006,5,4,7,Low,Silver,87.87
1516,44,Female,Trainer4,119147,8,10,1,Medium,Bronze,100
1517,48,Male,Trainer6,79377,2,7,8,Medium,Gold,74.48
1518,23,Male,Trainer4,32966,7,2,14,High,Bronze,65.37
1519,44,Female,Trainer3,114447,2,8,2,Low,Bronze,78.27
1520,57,Male,Trainer5,69317,7,4,9,Medium,Bronze,94.28
1521,51,Male,Trainer7,37125,9,4,3,High,Silver,89.13
1522,29,Female,Trainer7,97926,10,6,7,Medium,Silver,100
1523,62,Female,Trainer4,32837,5,1,17,Medium,Gold,49.15
1524,24,Male,Trainer6,37101,3,9,10,High,Bronze,86.17
1525,27,Male,Trainer5,101389,9,1,16,Low,Gold,96.29
1526,62,Female,Trainer4,41538,2,3,13,Low,Silver,59.35
1527,34,Male,Trainer5,117061,6,6,10,Low,Silver,99.7
1528,43,Female,Trainer4,79790,6,9,14,Low,Silver,100
1529,38,Male,Trainer6,44720,5,9,20,High,Gold,99.73
1530,45,Male,Trainer3,92113,8,5,1,High,Gold,97.89
1531,63,Female,Trainer7,70451,6,9,7,High,Bronze,100
1532,19,Female,Trainer5,80732,3,2,6,High,Silver,37.27
1533,60,Male,Trainer5,109115,5,5,5,Medium,Gold,100
1534,18,Male,Trainer6,109963,3,8,1,Medium,Bronze,95.21
1535,68,Male,Trainer5,109140,2,8,7,Medium,Silver,98.74
1536,53,Male,Trainer3,95922,1,5,4,High,Bronze,62.7
1537,68,Female,Trainer3,62411,9,8,2,Low,Silver,100
1538,43,Male,Trainer6,68620,10,5,5,High,Gold,100
1539,46,Male,Trainer4,35249,8,5,2,Medium,Gold,89.43
1540,38,Female,Trainer4,39143,2,2,3,Low,Silver,69.19
1541,28,Female,Trainer5,83732,8,8,20,High,Bronze,100
1542,57,Female,Trainer5,54512,5,3,8,High,Silver,64.97
1543,28,Male,Trainer6,107613,2,9,19,Medium,Bronze,100
1544,53,Female,Trainer3,54686,9,9,8,High,Gold,100
1545,66,Female,Trainer6,46099,2,3,3,High,Bronze,65.36
1546,56,Male,Trainer4,62171,5,1,9,Low,Bronze,77.2
1547,57,Female,Trainer3,53785,2,1,13,High,Gold,52.47
1548,52,Female,Trainer5,101569,9,5,8,High,Gold,95.69
1549,51,Male,Trainer4,60756,7,1,4,Medium,Silver,64.13
1550,64,Female,Trainer7,58440,6,8,20,Medium,Gold,100
1551,41,Male,Trainer4,59800,7,3,2,Medium,Silver,71.93
1552,39,Female,Trainer3,61058,7,3,1,Low,Bronze,85.56
1553,22,Female,Trainer3,109037,8,10,20,High,Bronze,100
1554,50,Female,Trainer6,56352,8,9,15,Low,Gold,100
1555,53,Male,Trainer3,32238,4,5,18,Medium,Bronze,73.55
1556,64,Female,Trainer7,53438,9,5,10,Low,Silver,100
1557,37,Female,Trainer7,101469,6,6,10,High,Gold,100
1558,36,Female,Trainer3,43425,5,10,16,Low,Silver,100
1559,52,Female,Trainer5,33097,10,8,6,Medium,Silver,100
1560,69,Male,Trainer3,99741,10,7,11,Low,Silver,100
1561,60,Female,Trainer5,106735,3,2,17,Medium,Bronze,82.49
1562,34,Female,Trainer3,103619,10,5,1,High,Gold,100
1563,62,Female,Trainer4,48882,4,8,13,Low,Silver,100
1564,60,Female,Trainer3,91592,3,7,7,Low,Silver,86.68
1565,51,Male,Trainer4,38980,10,4,10,High,Gold,98.48
1566,26,Male,Trainer5,81873,7,1,14,Medium,Bronze,44.08
1567,43,Male,Trainer3,47395,7,8,12,Medium,Silver,100
1568,19,Female,Trainer5,41877,9,1,17,Medium,Silver,64.96
1569,26,Male,Trainer7,58008,7,1,14,High,Bronze,76.79
1570,26,Male,Trainer6,66376,3,2,1,Low,Silver,29.86
1571,57,Male,Trainer5,99824,7,4,12,Medium,Silver,100
1572,34,Female,Trainer4,59596,1,2,3,Low,Bronze,39.73
1573,18,Female,Trainer6,36943,6,1,13,Medium,Gold,59.86
1574,42,Male,Trainer3,88111,8,4,14,High,Gold,100
1575,60,Female,Trainer4,113310,6,6,5,Low,Bronze,100
1576,57,Female,Trainer6,114919,5,2,15,High,Silver,84.79
1577,59,Female,Trainer6,83519,7,6,16,Medium,Gold,100
1578,42,Male,Trainer5,104271,6,9,4,Medium,Silver,100
1579,56,Female,Trainer3,84510,7,9,11,High,Silver,100
1580,52,Female,Trainer3,46334,7,2,19,High,Bronze,85.31
1581,20,Male,Trainer3,103092,9,4,18,Low,Silver,100
1582,67,Female,Trainer5,94469,10,5,10,Medium,Bronze,100
1583,54,Female,Trainer5,30327,3,4,17,Low,Gold,50.63
1584,61,Male,Trainer3,35710,9,10,15,Medium,Bronze,100
1585,61,Male,Trainer6,101443,5,4,10,High,Bronze,100
1586,68,Female,Trainer3,69001,10,9,20,High,Bronze,100
1587,47,Female,Trainer5,32499,4,9,14,Medium,Bronze,91.71
1588,55,Female,Trainer3,107246,8,9,13,Low,Gold,100
1589,51,Male,Trainer5,74441,1,3,14,Medium,Silver,74.7
1590,29,Male,Trainer3,48249,9,3,1,High,Silver,78.09
1591,36,Female,Trainer6,78879,4,10,1,High,Bronze,98.65
1592,54,Female,Trainer6,100204,7,4,5,High,Bronze,100
1593,61,Female,Trainer5,69310,6,9,9,Medium,Bronze,100
1594,66,Female,Trainer5,116687,2,7,12,Low,Gold,100
1595,34,Male,Trainer4,72079,2,1,19,Low,Silver,52.9
1596,27,Female,Trainer7,75973,9,6,4,Low,Silver,100
1597,66,Male,Trainer4,81989,3,5,16,Low,Silver,82.46
1598,64,Male,Trainer5,114799,3,10,6,Low,Gold,100
1599,29,Male,Trainer5,33415,4,3,19,High,Gold,64.52
1600,33,Female,Trainer3,58136,5,10,9,Low,Bronze,92.42
1601,41,Male,Trainer4,114274,5,9,11,Low,Bronze,100
1602,36,Male,Trainer7,62470,10,6,12,Low,Bronze,100
1603,25,Female,Trainer4,78765,4,8,13,High,Bronze,100
1604,48,Female,Trainer6,57572,8,2,8,High,Bronze,66.39
1605,38,Male,Trainer6,118291,7,8,19,Medium,Silver,100
1606,34,Female,Trainer4,84500,7,1,1,Medium,Gold,78.64
1607,40,Male,Trainer4,86690,9,4,4,Low,Silver,93.51
1608,54,Female,Trainer5,58635,7,4,12,High,Bronze,97.73
1609,33,Male,Trainer3,86121,5,8,8,Medium,Silver,97.66
1610,23,Male,Trainer6,46407,3,2,14,Low,Gold,52.53
1611,25,Female,Trainer7,99554,8,9,5,Low,Bronze,100
1612,42,Female,Trainer3,61756,5,1,5,Low,Bronze,66.96
1613,35,Female,Trainer4,91104,2,4,2,Low,Bronze,72.65
1614,42,Male,Trainer6,102081,10,4,5,High,Silver,100
1615,29,Male,Trainer4,72169,2,8,5,Low,Bronze,99.97
1616,32,Female,Trainer6,69838,1,8,17,Low,Gold,74.71
1617,43,Male,Trainer7,53030,1,9,6,High,Gold,78.05
1618,58,Female,Trainer3,87183,10,10,17,High,Silver,100
1619,62,Male,Trainer7,88825,4,3,10,Medium,Gold,64.82
1620,43,Male,Trainer7,93518,5,4,6,Low,Bronze,82.28
1621,64,Female,Trainer3,65682,10,4,16,Medium,Bronze,100
1622,49,Female,Trainer3,39294,9,7,8,Low,Silver,97.74
1623,27,Male,Trainer7,86602,7,4,9,High,Bronze,100
1624,33,Male,Trainer4,75242,9,9,1,High,Bronze,100
1625,24,Male,Trainer3,37542,1,5,4,Medium,Gold,44.92
1626,34,Male,Trainer7,54960,6,7,8,Medium,Silver,100
1627,40,Female,Trainer7,90099,1,1,19,Low,Bronze,70.58
1628,43,Female,Trainer7,102086,3,6,2,Medium,Gold,61.95
1629,38,Female,Trainer4,39981,3,2,6,Low,Bronze,50.35
1630,39,Male,Trainer5,106641,2,4,19,High,Gold,67.11
1631,24,Male,Trainer5,67683,9,6,19,Medium,Silver,100
1632,31,Male,Trainer3,96488,4,7,3,Medium,Bronze,84.4
1633,32,Male,Trainer5,96134,5,9,4,Medium,Silver,100
1634,24,Female,Trainer6,66786,6,7,7,Low,Gold,91.1
1635,26,Female,Trainer3,113922,8,5,8,Low,Bronze,100
1636,68,Female,Trainer3,114090,10,1,1,Low,Silver,100
1637,65,Male,Trainer7,56067,8,10,16,Low,Silver,100
1638,25,Female,Trainer6,45550,8,3,20,High,Bronze,76.87
1639,67,Female,Trainer5,89603,5,7,12,High,Bronze,100
1640,40,Female,Trainer3,62476,7,7,5,Medium,Bronze,85.87
1641,46,Female,Trainer6,36988,3,7,14,High,Bronze,79.61
1642,35,Male,Trainer4,104011,10,6,3,High,Gold,100
1643,48,Male,Trainer4,89671,3,10,19,Medium,Silver,100
1644,47,Female,Trainer7,118829,5,9,20,High,Silver,100
1645,69,Female,Trainer6,78405,1,9,5,Medium,Bronze,81.52
1646,56,Female,Trainer3,52997,7,6,2,Medium,Silver,100
1647,52,Female,Trainer4,98775,6,9,20,High,Silver,100
1648,35,Female,Trainer4,33274,9,8,19,High,Gold,100
1649,59,Male,Trainer5,76983,5,3,15,High,Gold,83.14
1650,56,Female,Trainer5,119183,1,7,12,Medium,Bronze,100
1651,34,Female,Trainer6,32775,8,2,12,High,Bronze,64.82
1652,31,Female,Trainer5,67479,6,5,11,Low,Silver,100
1653,48,Male,Trainer6,41924,10,7,15,Medium,Bronze,100
1654,41,Male,Trainer3,66223,1,6,6,High,Silver,66.87
1655,52,Male,Trainer3,110550,9,6,13,Low,Bronze,100
1656,61,Male,Trainer3,59804,5,2,3,Low,Bronze,59.48
1657,62,Male,Trainer5,106605,2,8,12,Medium,Bronze,94.78
1658,51,Female,Trainer5,42265,1,10,5,Medium,Gold,79.37
1659,20,Female,Trainer7,67821,6,3,2,Low,Gold,75.87
1660,54,Male,Trainer4,76277,3,2,12,Low,Silver,80.33
1661,60,Male,Trainer3,68572,1,1,19,High,Gold,65.95
1662,57,Male,Trainer5,69246,6,5,18,Medium,Silver,100
1663,43,Female,Trainer4,102684,6,1,12,Medium,Gold,87.92
1664,40,Male,Trainer3,112702,4,4,2,High,Bronze,77.17
1665,61,Male,Trainer3,88533,6,8,11,Low,Bronze,100
1666,56,Male,Trainer4,51490,1,9,10,Medium,Gold,98.12
1667,32,Female,Trainer4,89967,5,6,5,Medium,Gold,82.8
1668,66,Male,Trainer5,111276,5,3,15,High,Silver,90.28
1669,21,Female,Trainer4,103331,6,4,10,Low,Bronze,97.43
1670,46,Female,Trainer4,109603,5,9,10,Low,Bronze,100
1671,39,Female,Trainer5,96903,1,9,5,Medium,Silver,100
1672,42,Female,Trainer3,39926,3,2,19,Medium,Gold,36.78
1673,30,Female,Trainer4,112634,10,1,10,High,Silver,95.27
1674,35,Male,Trainer7,44287,7,7,17,High,Gold,88.68
1675,50,Female,Trainer6,112886,5,5,19,High,Gold,100
1676,33,Female,Trainer4,110461,7,9,1,Medium,Silver,99.93
1677,62,Female,Trainer4,42224,6,6,15,High,Bronze,81.71
1678,59,Male,Trainer6,74261,2,8,2,Low,Gold,97.15
1679,61,Female,Trainer7,36945,2,7,17,High,Silver,86.32
1680,19,Female,Trainer3,108329,3,1,3,Medium,Gold,39.9
1681,52,Female,Trainer7,99832,1,7,16,Low,Silver,96.07
1682,59,Male,Trainer6,37163,10,3,4,Low,Bronze,100
1683,51,Female,Trainer4,108867,2,8,16,Medium,Gold,93.99
1684,47,Female,Trainer3,65571,2,10,15,Low,Gold,100
1685,30,Female,Trainer7,44181,3,6,11,Low,Bronze,66.74
1686,30,Female,Trainer7,87054,7,10,12,Medium,Gold,100
