CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
427,42,Male,Trainer4,66831,9,3,12,Low,Gold,94.02
428,41,Female,Trainer5,40989,1,2,17,High,Silver,42.03
429,30,Female,Trainer7,70014,7,2,3,High,Gold,78.2
430,24,Male,Trainer4,50754,5,6,17,High,Silver,90.26
431,53,Male,Trainer3,99984,9,7,1,Low,Gold,100
432,62,Male,Trainer5,106758,5,8,2,High,Gold,100
433,37,Female,Trainer5,47627,2,1,8,High,Silver,39.85
434,18,Female,Trainer6,82483,5,3,11,Low,Gold,66.55
435,25,Female,Trainer3,82014,9,10,8,High,Gold,100
436,63,Female,Trainer6,118478,1,4,10,Medium,Gold,72.55
437,33,Male,Trainer6,104116,7,8,1,Low,Silver,100
438,31,Male,Trainer7,35408,3,10,5,Medium,Silver,86.35
439,29,Male,Trainer6,82527,10,10,6,Low,Silver,100
440,68,Female,Trainer5,109855,4,2,20,High,Silver,82.67
441,40,Female,Trainer6,101610,4,10,13,Low,Gold,100
442,32,Male,Trainer4,107025,10,6,5,Low,Bronze,100
443,45,Male,Trainer5,38127,2,4,1,Low,Gold,51.89
444,51,Female,Trainer7,43960,3,8,5,Medium,Bronze,91.84
445,19,Male,Trainer6,73368,3,1,5,High,Bronze,45.45
446,49,Male,Trainer4,41426,7,1,7,High,Bronze,56.71
447,40,Female,Trainer4,66910,10,10,2,Medium,Gold,100
448,39,Male,Trainer5,54630,8,9,12,High,Silver,100
449,68,Female,Trainer6,73274,8,4,14,Medium,Silver,100
450,42,Male,Trainer4,108368,9,2,14,Medium,Bronze,100
451,39,Male,Trainer6,48373,2,4,17,Low,Silver,59.53
452,39,Male,Trainer5,99559,10,6,15,Medium,Silver,100
453,66,Female,Trainer3,105071,8,3,19,Low,Silver,100
454,69,Female,Trainer4,65804,6,1,2,High,Gold,78.16
455,59,Female,Trainer7,65897,4,9,4,High,Bronze,88.83
456,23,Female,Trainer6,90011,4,7,5,Low,Silver,91.82
457,32,Male,Trainer5,79043,9,2,19,High,Silver,76.74
458,60,Female,Trainer5,89665,4,9,12,High,Gold,99.01
459,54,Male,Trainer7,73692,2,4,12,High,Gold,65.82
460,50,Male,Trainer3,41386,5,6,20,High,Bronze,96.38
461,25,Male,Trainer6,114115,2,8,1,Low,Gold,89.5
462,61,Male,Trainer3,110184,5,4,15,Low,Bronze,100
463,61,Male,Trainer5,80385,7,5,10,Medium,Silver,100
464,22,Male,Trainer4,98340,2,7,5,High,Gold,95.2
465,56,Male,Trainer3,116938,9,5,1,High,Gold,100
466,21,Female,Trainer4,77377,1,4,10,Medium,Silver,44.34
467,23,Male,Trainer7,71104,10,9,20,High,Bronze,100
468,62,Female,Trainer5,87944,9,7,11,High,Bronze,100
469,49,Male,Trainer4,116788,4,2,12,High,Silver,83.16
470,69,Female,Trainer6,60597,3,1,11,High,Gold,53.28
471,47,Male,Trainer5,81573,10,9,4,Medium,Bronze,100
472,64,Female,Trainer7,45335,3,3,12,High,Gold,66.13
473,52,Male,Trainer6,96915,9,10,9,High,Silver,100
474,57,Female,Trainer5,88126,7,9,15,Medium,Silver,100
475,69,Female,Trainer3,86870,2,6,7,Low,Silver,89.02
476,33,Female,Trainer5,74495,3,2,1,High,Silver,42.66
477,30,Male,Trainer6,71957,1,5,20,Medium,Silver,62.42
478,67,Male,Trainer4,61892,5,6,13,Low,Silver,73.64
479,59,Female,Trainer4,69653,5,7,5,High,Gold,100
480,47,Female,Trainer5,37948,9,4,9,High,Silver,79.28
481,36,Male,Trainer5,100940,10,2,3,Medium,Bronze,100
482,34,Male,Trainer7,117393,3,9,15,Low,Bronze,100
483,36,Male,Trainer3,39864,6,10,9,High,Bronze,85.61
484,45,Male,Trainer7,93170,9,4,6,Medium,Gold,97.55
485,43,Male,Trainer7,112109,3,7,14,Medium,Silver,100
486,54,Female,Trainer4,74765,7,1,20,Low,Bronze,81.49
487,43,Female,Trainer4,110706,2,3,14,Medium,Silver,65.65
488,40,Female,Trainer6,109984,6,8,15,Medium,Silver,100
489,26,Female,Trainer7,65517,7,8,17,High,Bronze,100
490,29,Male,Trainer6,32493,8,4,20,Low,Gold,95.16
491,18,Male,Trainer5,66539,2,9,8,Medium,Bronze,85.24
492,18,Female,Trainer6,34528,1,6,7,High,Silver,51.56
493,64,Male,Trainer4,84438,8,9,17,Low,Gold,100
494,51,Male,Trainer7,30680,7,3,16,Medium,Bronze,73.15
495,49,Female,Trainer4,95841,8,7,3,Medium,Gold,100
496,65,Female,Trainer5,47377,3,6,18,Medium,Gold,85.68
497,42,Male,Trainer3,109376,7,5,19,High,Bronze,100
498,57,Female,Trainer7,86884,7,6,19,High,Bronze,100
499,62,Male,Trainer4,64169,4,1,10,High,Silver,75.48
500,18,Female,Trainer3,94694,9,8,14,High,Bronze,100
501,33,Male,Trainer5,99837,5,7,14,High,Bronze,100
502,56,Female,Trainer3,101408,8,10,8,High,Silver,100
503,22,Male,Trainer4,68730,10,8,13,Medium,Bronze,100
504,39,Male,Trainer4,57063,5,1,7,Medium,Gold,72.03
505,46,Male,Trainer5,55344,2,7,11,Low,Bronze,80.75
506,20,Female,Trainer5,38384,2,5,20,Medium,Gold,54.07
507,29,Male,Trainer3,82159,10,4,5,Low,Silver,100
508,43,Male,Trainer3,68542,5,10,17,Low,Gold,100
509,33,Female,Trainer4,66097,4,7,19,Medium,Bronze,88.9
510,68,Female,Trainer5,111931,9,7,4,Low,Gold,100
511,54,Male,Trainer6,55516,5,2,10,Low,Gold,75.67
512,39,Male,Trainer5,61928,2,1,4,Low,Bronze,53.73
513,46,Female,Trainer7,70745,7,6,15,Medium,Gold,100
514,31,Female,Trainer7,95750,9,3,6,High,Silver,99.62
515,45,Male,Trainer5,62445,1,5,17,High,Bronze,66.06
516,22,Male,Trainer3,104445,6,1,12,High,Bronze,77.29
517,64,Female,Trainer7,106234,8,9,6,High,Gold,100
518,66,Male,Trainer4,109211,3,3,18,Low,Silver,93.78
519,47,Male,Trainer4,34416,4,5,1,High,Bronze,73.45
520,63,Male,Trainer4,109479,4,6,14,Low,Gold,99.43
521,69,Female,Trainer5,99374,6,1,4,High,Silver,72.05
522,22,Female,Trainer7,46398,9,9,13,High,Silver,100
523,29,Male,Trainer3,55765,9,3,16,Low,Bronze,81.09
524,33,Male,Trainer4,101009,9,4,20,Low,Bronze,93.26
525,43,Male,Trainer3,62064,8,3,10,High,Silver,100
526,43,Female,Trainer4,37617,6,6,3,High,Gold,83.12
527,65,Male,Trainer5,96261,3,1,20,High,Gold,64.72
528,38,Female,Trainer4,70827,6,9,10,Low,Gold,100
529,56,Male,Trainer5,116093,6,2,17,Low,Silver,100
530,53,Female,Trainer7,79890,4,2,15,Low,Gold,78.2
531,50,Male,Trainer7,30207,10,4,6,Low,Bronze,92.15
532,47,Female,Trainer3,47298,4,1,5,High,Bronze,65.1
533,54,Female,Trainer4,52558,7,3,18,Low,Gold,76.54
534,40,Male,Trainer7,30193,2,10,5,Low,Bronze,82.5
535,27,Female,Trainer6,74911,2,6,5,Low,Silver,80.45
536,22,Male,Trainer6,67572,9,1,5,Medium,Gold,74.17
537,53,Female,Trainer3,94993,4,5,4,Medium,Silver,94.11
538,51,Male,Trainer7,99573,3,5,17,High,Silver,100
539,69,Female,Trainer5,52177,2,4,9,High,Bronze,60.27
540,48,Female,Trainer6,72755,8,2,12,High,Bronze,100
541,27,Male,Trainer7,55379,1,4,16,High,Gold,57.7
542,36,Female,Trainer5,61915,1,2,15,High,Silver,36.34
543,49,Male,Trainer4,57847,5,10,2,Medium,Silver,100
544,18,Male,Trainer7,89049,8,3,9,Medium,Gold,87.98
545,22,Male,Trainer4,119839,10,1,2,High,Silver,95.11
546,62,Female,Trainer6,92969,4,3,10,Medium,Silver,68.79
547,21,Female,Trainer4,33566,8,1,10,High,Gold,83.17
548,33,Female,Trainer6,84315,9,8,8,Low,Silver,100
549,41,Male,Trainer3,37426,1,1,12,High,Bronze,42.34
550,33,Male,Trainer3,66859,5,1,11,High,Bronze,66.72
551,19,Female,Trainer6,39269,6,10,6,Low,Silver,100
552,66,Male,Trainer5,56296,7,7,9,Low,Silver,100
553,45,Female,Trainer3,42939,10,2,3,Low,Gold,79.46
554,49,Female,Trainer5,113327,9,4,7,High,Bronze,100
555,44,Male,Trainer5,35306,3,1,8,High,Gold,46.39
556,37,Male,Trainer5,108279,3,6,12,Low,Gold,69.93
557,41,Male,Trainer7,34092,8,3,5,High,Bronze,80.84
558,29,Male,Trainer7,42446,2,3,14,Medium,Gold,45.05
559,67,Female,Trainer5,80654,10,9,17,Medium,Bronze,100
560,52,Male,Trainer6,79176,6,7,17,High,Bronze,96.49
561,50,Male,Trainer3,75873,5,9,5,Medium,Gold,100
562,50,Male,Trainer4,85527,2,9,11,Low,Bronze,91.51
563,68,Female,Trainer7,47927,2,9,1,Medium,Gold,83.16
564,60,Male,Trainer7,44813,1,7,19,High,Bronze,72.27
565,54,Male,Trainer4,74637,2,4,9,High,Gold,78.23
566,29,Female,Trainer5,43944,2,5,10,High,Silver,67.04
567,20,Female,Trainer4,37002,6,6,17,Low,Bronze,74.5
568,18,Female,Trainer5,116434,2,10,15,High,Bronze,92.6
569,50,Male,Trainer7,88859,3,10,10,High,Gold,100
570,57,Female,Trainer4,69948,4,8,1,Low,Gold,100
571,27,Female,Trainer6,80964,10,2,14,High,Bronze,89.61
572,60,Male,Trainer3,43384,3,7,14,Medium,Bronze,79.3
573,61,Male,Trainer3,44487,1,5,17,Low,Silver,58.29
574,46,Female,Trainer3,77535,3,5,14,Low,Silver,79.37
575,30,Male,Trainer4,91696,10,7,4,Medium,Bronze,100
576,29,Male,Trainer5,30253,9,1,2,High,Silver,68.69
577,48,Female,Trainer7,73778,6,1,16,Medium,Bronze,70.46
578,63,Male,Trainer3,51133,3,9,19,High,Silver,100
579,19,Male,Trainer4,54697,2,4,1,High,Gold,44.53
580,68,Female,Trainer3,39475,9,10,12,Medium,Gold,100
581,67,Female,Trainer5,40789,6,8,10,Low,Bronze,100
582,52,Male,Trainer6,37982,10,10,10,Low,Bronze,100
583,40,Female,Trainer6,68132,2,8,12,Medium,Bronze,70.11
584,34,Female,Trainer7,68028,9,9,3,High,Bronze,100
585,43,Male,Trainer6,108454,6,8,13,High,Bronze,100
586,25,Male,Trainer6,32536,10,1,15,Low,Silver,75.48
587,46,Male,Trainer4,77988,2,4,2,Low,Silver,49.21
588,43,Female,Trainer4,94422,7,5,3,High,Bronze,100
589,27,Female,Trainer7,101448,10,9,14,Medium,Bronze,100
590,43,Male,Trainer7,108053,10,4,15,Low,Gold,100
591,51,Male,Trainer4,53397,2,8,1,Low,Gold,63.39
592,68,Male,Trainer6,80341,7,10,3,High,Bronze,100
593,58,Male,Trainer5,115026,6,4,8,Low,Gold,92
594,24,Female,Trainer6,35108,7,6,12,Low,Silver,88.73
595,21,Female,Trainer6,63718,6,6,13,High,Gold,81.31
596,67,Female,Trainer5,79381,4,8,16,Low,Bronze,100
597,62,Female,Trainer7,81625,1,7,9,Medium,Silver,91.21
598,28,Female,Trainer4,117643,10,3,11,Low,Bronze,88.88
599,46,Female,Trainer7,70626,4,1,9,High,Bronze,66.14
600,53,Male,Trainer7,108822,1,9,12,Low,Silver,99.48
601,42,Female,Trainer7,72734,6,8,17,High,Bronze,100
602,38,Female,Trainer4,95257,5,8,16,Low,Silver,100
603,53,Female,Trainer7,118295,4,6,8,High,Bronze,95.36
604,27,Female,Trainer7,96462,8,2,20,Medium,Bronze,80.73
605,54,Male,Trainer3,49787,2,2,14,High,Gold,59.71
606,26,Male,Trainer6,69901,7,8,15,High,Gold,100
607,41,Female,Trainer3,85193,6,6,8,Medium,Bronze,100
608,52,Male,Trainer4,70894,5,1,15,Medium,Gold,76.09
609,66,Male,Trainer5,117166,8,1,14,Low,Silver,94.6
610,52,Male,Trainer5,97422,1,4,11,Low,Gold,73.1
611,65,Male,Trainer3,34463,9,7,2,Medium,Silver,100
612,53,Female,Trainer3,105785,9,10,16,High,Gold,100
613,35,Female,Trainer3,78675,10,8,19,High,Gold,100
614,66,Female,Trainer6,92361,8,10,3,High,Gold,100
615,56,Female,Trainer4,87524,9,4,8,High,Gold,100
616,49,Female,Trainer7,37888,5,6,18,High,Silver,84.59
617,41,Male,Trainer3,40325,2,6,17,Low,Silver,85.04
618,40,Female,Trainer6,75269,4,1,20,Medium,Bronze,84.25
619,49,Female,Trainer5,78436,2,10,4,High,Silver,100
620,54,Male,Trainer5,72150,2,4,10,Medium,Silver,71.95
621,29,Male,Trainer5,105068,5,3,12,Medium,Silver,79.04
622,66,Female,Trainer3,50531,1,6,1,Medium,Gold,66.26
623,30,Male,Trainer5,48627,10,3,3,Medium,Silver,92.25
624,40,Female,Trainer5,47096,10,7,9,Low,Silver,100
625,42,Male,Trainer5,79833,5,3,7,High,Bronze,74.12
626,52,Female,Trainer7,100898,1,9,12,High,Bronze,91.01
627,58,Female,Trainer5,111247,3,4,14,High,Gold,91.83
628,47,Female,Trainer6,63354,7,5,6,Low,Gold,90.33
629,34,Female,Trainer3,119266,8,8,16,Low,Gold,100
630,66,Male,Trainer7,88754,1,9,15,Medium,Silver,100
631,37,Female,Trainer7,85180,10,2,3,High,Silver,100
632,65,Female,Trainer3,46747,9,3,10,High,Gold,100
633,42,Female,Trainer5,56508,6,9,11,Medium,Bronze,100
634,39,Female,Trainer5,91816,9,7,5,High,Gold,100
635,30,Male,Trainer4,74604,10,2,9,Low,Silver,78.33
636,36,Male,Trainer5,118343,2,10,16,High,Silver,84.47
637,66,Female,Trainer6,109507,2,5,13,Medium,Silver,96.99
638,53,Female,Trainer5,71686,6,4,6,Medium,Silver,75.4
639,29,Male,Trainer3,117529,1,1,13,Medium,Gold,46.5
640,58,Female,Trainer5,113040,2,10,9,Medium,Gold,100
641,36,Female,Trainer3,87933,5,8,11,Medium,Gold,100
642,29,Male,Trainer7,52004,6,1,10,High,Bronze,59.74
643,26,Male,Trainer4,112848,5,9,8,Low,Bronze,100
644,24,Male,Trainer7,115032,3,4,4,High,Bronze,80.2
645,45,Female,Trainer3,65777,6,4,13,High,Bronze,87.74
646,31,Female,Trainer4,77601,9,1,7,Medium,Bronze,76.06
647,48,Female,Trainer7,56375,4,3,14,Low,Gold,77.49
648,69,Female,Trainer5,38066,3,3,12,High,Gold,54.43
649,36,Male,Trainer5,117287,10,8,5,Medium,Silver,100
650,64,Male,Trainer4,119664,7,7,6,Low,Silver,100
651,33,Male,Trainer7,83844,8,6,12,Low,Gold,100
652,22,Male,Trainer6,114088,8,6,15,High,Bronze,99.58
653,52,Female,Trainer6,106231,10,8,6,Low,Silver,100
654,29,Female,Trainer6,110769,9,4,13,High,Gold,89.48
655,42,Male,Trainer7,103686,7,4,17,High,Bronze,100
656,69,Female,Trainer7,67288,6,4,8,Medium,Silver,87.14
657,38,Male,Trainer7,85732,5,5,12,Medium,Bronze,77.28
658,53,Male,Trainer3,56207,5,6,5,Low,Gold,74.1
659,40,Female,Trainer6,76958,10,3,4,High,Gold,100
660,33,Female,Trainer6,104158,1,6,7,Low,Silver,71.51
661,56,Female,Trainer6,81888,7,5,1,Medium,Gold,83.63
662,62,Female,Trainer3,38029,6,10,17,Low,Gold,100
663,59,Female,Trainer3,106539,7,6,12,Low,Gold,100
664,56,Female,Trainer7,68507,10,6,5,Medium,Silver,100
665,31,Female,Trainer6,36681,9,1,8,Medium,Bronze,59.13
666,48,Female,Trainer6,53215,9,10,12,Low,Bronze,100
667,22,Male,Trainer5,61873,2,2,13,High,Silver,44.95
668,52,Male,Trainer5,72421,3,10,20,High,Bronze,95.53
669,40,Female,Trainer5,96802,10,2,12,Low,Bronze,92.11
670,46,Female,Trainer3,47658,9,10,15,Low,Gold,100
671,60,Male,Trainer7,98773,3,5,14,Medium,Gold,91.33
672,28,Male,Trainer4,78404,4,3,8,High,Gold,83.83
673,35,Male,Trainer6,96593,5,1,10,High,Gold,79.77
674,64,Male,Trainer5,115782,10,5,9,Low,Silver,100
675,29,Female,Trainer6,59517,6,6,6,Medium,Silver,74.23
676,26,Male,Trainer6,53718,10,2,8,High,Bronze,80.85
677,27,Male,Trainer6,90484,10,8,13,Medium,Bronze,100
678,61,Male,Trainer7,105380,2,10,8,Medium,Gold,100
679,34,Male,Trainer6,35420,6,5,19,Low,Gold,79.29
680,55,Female,Trainer7,57454,3,3,2,Low,Silver,53.21
681,24,Male,Trainer4,64798,7,2,7,High,Gold,56.96
682,63,Female,Trainer4,62740,9,6,18,Medium,Silver,100
683,30,Female,Trainer3,92471,5,1,19,High,Silver,78.89
684,57,Female,Trainer6,107597,8,8,16,Low,Silver,100
685,59,Female,Trainer5,98371,6,5,20,Medium,Gold,93
686,26,Female,Trainer3,58351,8,1,10,High,Bronze,75.73
687,67,Male,Trainer3,63692,4,9,9,Medium,Silver,91.88
688,44,Female,Trainer4,46566,7,7,12,High,Bronze,99.92
689,19,Male,Trainer5,72251,9,1,16,High,Bronze,73.82
690,22,Male,Trainer6,85379,7,7,10,Medium,Silver,100
691,46,Female,Trainer6,57157,2,3,12,Medium,Gold,57.51
692,54,Female,Trainer4,91165,5,2,17,Medium,Silver,85.67
693,55,Male,Trainer7,49350,9,6,9,Low,Silver,99.72
694,36,Female,Trainer4,99932,1,10,16,High,Silver,88.55
695,25,Female,Trainer5,108873,4,3,20,High,Bronze,76.27
696,65,Female,Trainer7,79258,9,9,3,Medium,Gold,100
697,62,Male,Trainer5,100427,9,3,19,Low,Bronze,100
698,18,Male,Trainer6,61158,10,9,20,Low,Bronze,100
699,39,Female,Trainer7,74228,5,4,4,High,Bronze,78.06
700,69,Female,Trainer5,98201,1,10,11,High,Bronze,100
701,34,Female,Trainer6,73340,9,10,7,High,Gold,100
702,24,Male,Trainer5,42468,1,4,15,High,Silver,69.11
703,42,Female,Trainer7,46557,10,10,20,High,Gold,100
704,62,Female,Trainer6,104108,5,10,9,Low,Silver,100
705,21,Female,Trainer5,102013,3,2,10,High,Bronze,53.51
706,53,Female,Trainer3,36466,1,9,6,Medium,Silver,71.38
707,23,Male,Trainer7,48932,4,5,17,Medium,Silver,80.73
708,48,Female,Trainer7,84757,1,1,3,High,Gold,51.46
709,36,Female,Trainer7,59218,10,9,10,Medium,Bronze,100
710,61,Male,Trainer6,96474,1,9,17,High,Gold,100
711,56,Female,Trainer7,116291,6,9,18,Low,Silver,100
712,44,Female,Trainer5,35744,7,2,13,Low,Gold,60.14
713,27,Male,Trainer3,99687,4,6,13,High,Bronze,100
714,43,Female,Trainer5,57755,7,4,1,Low,Silver,84.41
715,36,Male,Trainer5,32050,3,1,10,Low,Bronze,30.52
716,56,Female,Trainer7,99514,10,8,3,Low,Gold,100
717,20,Female,Trainer3,85357,4,7,2,High,Silver,93.3
718,62,Female,Trainer3,88846,5,10,12,Low,Silver,100
719,30,Male,Trainer3,93161,3,8,14,High,Bronze,88.57
720,67,Female,Trainer3,32936,6,8,8,High,Silver,87.92
721,45,Male,Trainer4,51532,1,3,2,High,Silver,64.14
722,37,Male,Trainer3,78726,2,7,16,High,Silver,85.28
723,45,Male,Trainer7,99397,7,10,18,High,Bronze,100
724,25,Male,Trainer3,60165,10,9,5,High,Silver,100
725,58,Male,Trainer5,80984,5,2,10,High,Bronze,91.38
726,56,Male,Trainer4,62877,5,3,9,High,Bronze,79.01
727,18,Female,Trainer5,110702,7,4,4,Low,Gold,100
728,20,Female,Trainer7,32684,5,6,14,High,Silver,57.17
729,30,Female,Trainer7,102101,10,9,4,Low,Bronze,100
730,45,Female,Trainer3,80543,10,9,17,High,Silver,100
731,66,Male,Trainer7,44001,4,9,5,High,Bronze,100
732,42,Female,Trainer4,88728,7,6,6,High,Silver,100
733,50,Female,Trainer5,73398,10,6,12,Low,Silver,100
734,55,Male,Trainer7,68807,7,10,3,High,Bronze,100
735,23,Female,Trainer7,35118,5,8,10,Medium,Silver,94.55
736,61,Male,Trainer4,86561,8,5,8,High,Silver,100
737,62,Female,Trainer6,31453,9,1,8,Medium,Gold,86.76
738,49,Female,Trainer6,116477,5,1,2,Medium,Gold,84.88
739,62,Male,Trainer4,47218,1,10,20,Low,Gold,100
740,64,Female,Trainer7,79510,4,10,5,Low,Gold,93.68
741,38,Female,Trainer4,54911,8,9,13,Medium,Bronze,100
742,33,Female,Trainer4,102853,10,5,19,High,Gold,100
743,38,Female,Trainer6,39044,7,2,1,High,Silver,56.86
744,28,Male,Trainer3,119224,10,10,13,Low,Silver,100
745,54,Female,Trainer7,59014,9,9,10,Medium,Gold,100
746,53,Male,Trainer5,111840,2,5,5,High,Bronze,77.25
747,52,Male,Trainer4,116911,3,7,18,Low,Gold,89.22
748,36,Female,Trainer6,104609,8,3,12,Medium,Gold,91.33
749,37,Male,Trainer3,41245,7,3,3,Medium,Silver,77.83
750,35,Female,Trainer7,59987,7,6,18,Medium,Bronze,100
751,64,Male,Trainer4,115230,9,1,7,Medium,Silver,87.06
752,58,Male,Trainer6,101651,7,6,3,Medium,Gold,95.92
753,66,Male,Trainer4,54793,9,5,20,Medium,Silver,100
754,31,Male,Trainer5,67399,2,2,8,High,Silver,43.09
755,32,Female,Trainer7,74968,9,8,6,Low,Gold,83.54
756,48,Female,Trainer7,50842,5,8,17,Low,Bronze,100
757,18,Female,Trainer7,35901,4,9,11,Low,Bronze,66.59
758,20,Female,Trainer7,53258,4,3,18,Medium,Silver,55.11
759,33,Male,Trainer6,72507,6,10,9,High,Silver,100
760,40,Female,Trainer5,84865,2,9,18,High,Silver,86.35
761,28,Female,Trainer4,49243,9,10,5,Low,Gold,100
762,29,Female,Trainer6,56760,4,9,9,Low,Silver,89.54
763,27,Male,Trainer3,95089,3,2,2,Medium,Bronze,46.06
764,49,Male,Trainer7,45455,6,2,5,High,Gold,63.57
765,33,Male,Trainer7,82024,3,5,15,Medium,Silver,76.95
766,25,Male,Trainer4,93662,6,6,14,Medium,Silver,99.89
767,55,Male,Trainer7,107015,1,1,1,High,Silver,53.9
768,29,Female,Trainer7,104625,4,1,2,High,Bronze,64.06
769,41,Male,Trainer4,43692,6,6,7,High,Bronze,87.43
770,45,Female,Trainer5,95016,3,6,7,Low,Silver,75.61
771,25,Male,Trainer6,54943,3,6,17,Medium,Bronze,67.42
772,45,Male,Trainer5,42525,7,8,8,High,Bronze,96.21
773,53,Male,Trainer4,87682,10,3,9,Low,Bronze,100
774,43,Male,Trainer7,90654,7,2,12,High,Silver,91.63
775,25,Male,Trainer7,81345,5,4,11,Medium,Gold,90.74
776,67,Male,Trainer5,78491,1,9,17,Low,Silver,69.91
777,45,Female,Trainer3,71025,8,1,7,Low,Gold,82.27
778,45,Male,Trainer6,110056,3,6,12,High,Silver,99.73
779,54,Male,Trainer7,100899,1,8,14,Low,Bronze,77.82
780,58,Female,Trainer4,55663,1,2,13,Medium,Bronze,69.75
781,53,Male,Trainer5,31751,9,4,1,High,Silver,85.99
782,44,Male,Trainer6,63434,9,10,5,Low,Silver,100
783,34,Female,Trainer3,77606,8,4,5,Low,Gold,82.99
784,26,Female,Trainer7,47716,4,4,10,High,Bronze,71.4
785,50,Male,Trainer5,31466,9,2,9,Medium,Bronze,85.04
786,37,Male,Trainer7,43299,3,7,11,Low,Gold,61.83
787,30,Male,Trainer5,116645,3,6,12,Medium,Gold,76.13
788,45,Male,Trainer3,115532,8,8,20,Low,Gold,100
789,65,Male,Trainer4,86174,9,9,11,Low,Silver,100
790,46,Male,Trainer4,56695,2,3,11,High,Bronze,56.1
791,30,Female,Trainer6,86052,6,4,2,Low,Silver,78.15
792,63,Female,Trainer7,54798,3,6,17,Medium,Bronze,76.69
793,52,Female,Trainer7,37393,2,3,8,Low,Bronze,68.5
794,23,Female,Trainer7,48189,7,3,3,High,Gold,78.87
795,35,Male,Trainer4,62112,8,9,8,Low,Bronze,100
796,68,Female,Trainer6,86596,4,3,19,Low,Gold,90.48
797,22,Male,Trainer4,103128,10,8,8,Low,Silver,100
798,64,Male,Trainer5,36272,4,3,20,High,Silver,66.5
799,42,Female,Trainer7,66250,7,2,8,Medium,Bronze,71.01
800,19,Male,Trainer5,109361,9,3,16,High,Gold,91.83
801,27,Female,Trainer3,84079,8,6,19,Medium,Silver,100
802,47,Female,Trainer5,35493,1,3,3,Medium,Silver,39.71
803,67,Female,Trainer5,92186,1,3,20,Medium,Gold,64.81
804,62,Female,Trainer5,41189,5,3,19,Low,Silver,91.45
805,22,Female,Trainer4,95609,2,8,16,High,Bronze,94.24
806,50,Male,Trainer5,105165,9,9,10,Low,Silver,100
807,18,Female,Trainer7,57102,8,5,18,High,Bronze,92.73
808,35,Male,Trainer6,101138,8,3,19,Medium,Gold,100
809,49,Male,Trainer3,32287,2,6,4,Low,Gold,69.1
810,64,Male,Trainer7,82380,2,1,7,High,Silver,56.94
811,66,Male,Trainer6,70679,6,10,13,Low,Bronze,100
812,28,Female,Trainer7,118362,4,4,2,High,Bronze,76.63
813,38,Male,Trainer5,110936,9,10,7,High,Silver,100
814,43,Female,Trainer3,104698,4,2,15,High,Gold,74.99
815,42,Male,Trainer7,91143,8,7,11,Medium,Gold,100
816,39,Female,Trainer3,59016,6,5,6,High,Silver,96.73
817,44,Female,Trainer4,90406,4,1,20,High,Silver,63.62
818,66,Female,Trainer4,62194,7,1,17,High,Gold,83.85
819,30,Female,Trainer5,64229,4,7,5,High,Silver,100
820,50,Female,Trainer5,44893,1,6,15,High,Gold,79.83
821,51,Male,Trainer4,104624,10,4,9,High,Gold,100
822,58,Male,Trainer7,107307,1,6,12,Low,Bronze,90.73
823,52,Male,Trainer6,49322,8,10,1,Medium,Silver,100
824,18,Male,Trainer6,119273,7,2,3,Medium,Gold,93.64
825,38,Female,Trainer4,34950,9,3,12,Low,Silver,71.61
826,65,Male,Trainer6,53682,5,5,7,High,Bronze,96.97
827,23,Male,Trainer7,117949,6,5,17,Low,Gold,100
828,45,Male,Trainer6,63377,10,3,8,High,Silver,100
829,34,Male,Trainer6,60998,8,4,18,Medium,Bronze,100
830,22,Male,Trainer4,57325,3,6,1,Low,Bronze,71.68
831,48,Female,Trainer3,85049,3,7,18,Medium,Bronze,94.38
832,22,Female,Trainer3,73011,10,8,6,Low,Gold,100
833,55,Male,Trainer7,51961,10,2,7,High,Silver,86.33
834,20,Female,Trainer3,51335,10,9,1,High,Silver,100
835,40,Male,Trainer5,100871,1,9,8,High,Bronze,100
836,54,Female,Trainer4,79271,2,2,1,High,Bronze,56.91
837,54,Female,Trainer3,97854,2,7,20,Medium,Silver,97.73
838,27,Male,Trainer6,78907,7,1,9,High,Bronze,59.62
839,27,Female,Trainer3,31152,8,6,18,Low,Bronze,74.89
840,36,Male,Trainer4,93337,1,3,16,High,Silver,80.75
841,34,Male,Trainer6,116391,1,6,7,High,Gold,77.19
842,38,Female,Trainer6,73912,5,3,5,High,Silver,74.01
843,31,Female,Trainer4,67178,1,7,1,High,Silver,59.7
844,26,Female,Trainer7,113048,2,5,11,Medium,Bronze,93.88
845,63,Female,Trainer7,43301,3,1,7,Medium,Bronze,43.88
846,18,Male,Trainer4,55374,1,1,11,Low,Bronze,20.11
847,68,Male,Trainer4,75108,9,7,1,Low,Gold,100
848,62,Male,Trainer4,32441,4,9,20,Low,Gold,87.43
849,30,Male,Trainer6,39386,6,3,18,High,Bronze,82.64
850,21,Male,Trainer6,65985,6,3,9,Medium,Bronze,45.78
851,18,Male,Trainer4,95090,3,6,13,High,Silver,78.34
852,66,Female,Trainer6,113275,8,3,8,Medium,Gold,85.39
853,57,Male,Trainer5,83611,6,3,13,Medium,Bronze,91.38
854,49,Male,Trainer4,95621,6,3,20,Low,Gold,77.47
855,51,Female,Trainer6,106234,1,7,2,High,Bronze,75.48
